id,country,poor
9135,B,0.17438272
117,B,0.16484328
29085,B,0.28446066
55442,B,0.1060199
29281,B,0.21493292
63854,B,0.3563521
87565,B,0.24288504
64033,B,0.29400912
395,B,0.26010764
64544,B,0.4396188
66639,B,0.14889929
8102,B,0.2319589
60204,B,0.34391314
14800,B,0.23060827
79821,B,0.34227893
77704,B,0.33338606
58191,B,0.3760622
14093,B,0.16576424
25901,B,0.5407085
5975,B,0.39240655
4689,B,0.21123672
56320,B,0.2726192
74375,B,0.34431028
49456,B,0.6767114
14129,B,0.32883137
89232,B,0.20662867
65412,B,0.2882916
88120,B,0.10856974
93808,B,0.7001331
8571,B,0.122036695
39323,B,0.10611743
375,B,0.46969554
84199,B,0.27701145
35382,B,0.09137591
82785,B,0.21137986
60951,B,0.29981384
36193,B,0.20252652
65574,B,0.28555965
51811,B,0.3270502
12078,B,0.4664596
84891,B,0.1545464
88811,B,0.14459573
23433,B,0.09002946
64166,B,0.37641475
14336,B,0.06323929
90313,B,0.2752376
92817,B,0.15919897
10862,B,0.37990883
17583,B,0.24621178
12346,B,0.3496128
94589,B,0.16003168
83464,B,0.19697016
30322,B,0.18419854
30945,B,0.06849646
28906,B,0.3152908
7910,B,0.22465855
19793,B,0.1425884
49466,B,0.27266935
41835,B,0.23723525
79912,B,0.3226854
43092,B,0.17288896
53361,B,0.43661287
29411,B,0.032390546
67132,B,0.5337339
34945,B,0.30039918
11931,B,0.13628894
29321,B,0.115143105
75126,B,0.28272554
16690,B,0.20040548
85412,B,0.15907969
47328,B,0.5368286
68185,B,0.18081991
33468,B,0.19392912
12074,B,0.15492733
38765,B,0.1349175
56706,B,0.14958307
78944,B,0.14299694
64666,B,0.31629488
11681,B,0.4539459
3832,B,0.081178464
57455,B,0.18874712
84406,B,0.261191
23936,B,0.30786756
79048,B,0.17731161
71266,B,0.13741948
4285,B,0.1999652
52733,B,0.2349295
75392,B,0.34867758
42611,B,0.26120937
58206,B,0.52664405
50549,B,0.17405385
57069,B,0.16070282
49621,B,0.3307441
90244,B,0.27113965
69756,B,0.17814562
36400,B,0.108171746
2988,B,0.3454198
21136,B,0.20077
23656,B,0.32567808
90540,B,0.14069942
73089,B,0.36044994
10106,B,0.22345176
67913,B,0.24896388
48993,B,0.3556892
26328,B,0.38785538
46256,B,0.08108631
9036,B,0.28327808
58307,B,0.2502626
64600,B,0.16362813
93494,B,0.17924325
40365,B,0.4604591
60596,B,0.23433872
55750,B,0.26653615
63926,B,0.16534612
20369,B,0.51330304
12171,B,0.04143628
86726,B,0.41624886
25785,B,0.09966727
76981,B,0.31854376
56696,B,0.29078537
52969,B,0.22483242
4100,B,0.15240264
97595,B,0.25469297
84004,B,0.2432449
80808,B,0.34450707
3251,B,0.10357291
18309,B,0.38353232
68583,B,0.2364374
27159,B,0.31893992
31171,B,0.18943709
54713,B,0.43276283
62154,B,0.13336372
81070,B,0.18939921
30142,B,0.32703304
78616,B,0.07500469
42466,B,0.36662376
93444,B,0.3473549
94043,B,0.17789881
15677,B,0.2701588
95093,B,0.14626709
86898,B,0.4257338
94718,B,0.06591102
66619,B,0.23757876
34044,B,0.40844247
50853,B,0.22053985
54875,B,0.2514137
63792,B,0.33838502
11417,B,0.46682572
810,B,0.20800024
17828,B,0.37383628
14410,B,0.16213155
85183,B,0.07459118
77144,B,0.15873231
96185,B,0.27024877
83821,B,0.5006253
34132,B,0.23681948
28985,B,0.42505834
48386,B,0.21006067
42914,B,0.43403006
63566,B,0.36240232
36054,B,0.2820983
7770,B,0.3571165
48544,B,0.2299109
16133,B,0.21845515
63046,B,0.29266062
11501,B,0.19217809
51103,B,0.32665443
48437,B,0.14347053
78655,B,0.20859624
33853,B,0.15215966
96,B,0.43801764
51959,B,0.24041604
67169,B,0.3163005
45631,B,0.28793526
46147,B,0.19419134
50883,B,0.110966444
40472,B,0.38068733
72956,B,0.15627228
64859,B,0.2981696
34693,B,0.118925095
9364,B,0.40282464
69727,B,0.21568568
64314,B,0.41082466
24878,B,0.3172804
34388,B,0.19348226
97476,B,0.15314019
34921,B,0.22655283
13314,B,0.14541207
18970,B,0.30474982
37507,B,0.26797408
87496,B,0.18046632
58604,B,0.08333927
30515,B,0.39252904
44906,B,0.29734164
93239,B,0.32182086
76112,B,0.0409439
6456,B,0.20332699
53927,B,0.13067539
64186,B,0.11303883
63138,B,0.6148429
82015,B,0.15194304
63170,B,0.23406915
54807,B,0.19949393
87793,B,0.095854305
97301,B,0.24423786
232,B,0.21666309
26634,B,0.4419556
85867,B,0.41584283
57325,B,0.37532654
35632,B,0.3024876
47840,B,0.09014587
9274,B,0.22860835
284,B,0.31989726
22742,B,0.3776771
53934,B,0.116572976
36966,B,0.6776279
42608,B,0.5066273
32006,B,0.43888852
59632,B,0.3284767
4497,B,0.31243414
42984,B,0.098055795
80997,B,0.055906538
45573,B,0.1152983
63859,B,0.14966215
60895,B,0.080605015
7989,B,0.42304912
31665,B,0.14832842
72500,B,0.13160853
70793,B,0.53282166
42953,B,0.43659756
14944,B,0.43134618
93417,B,0.23554748
48266,B,0.08515174
71348,B,0.27414292
32606,B,0.2707241
41107,B,0.28806305
28001,B,0.16224517
8641,B,0.12628143
13829,B,0.14608623
16375,B,0.23349941
56091,B,0.091063805
65795,B,0.3161978
74581,B,0.32549658
67780,B,0.15598209
45588,B,0.09357292
10436,B,0.26110107
59581,B,0.13683096
98935,B,0.3288053
9766,B,0.3255658
81489,B,0.2897643
97239,B,0.52437323
14815,B,0.1740231
90111,B,0.16819683
97125,B,0.20410746
72470,B,0.1395602
69539,B,0.36627778
1477,B,0.051553175
25810,B,0.21486199
60760,B,0.5628459
86709,B,0.31057164
71675,B,0.33025134
88914,B,0.35241023
3596,B,0.3130007
35449,B,0.6027791
22788,B,0.24826896
81414,B,0.10774104
54016,B,0.46713945
13416,B,0.26672462
95135,B,0.40551624
11145,B,0.5228399
34468,B,0.10966621
98924,B,0.36041936
66419,B,0.14024842
42597,B,0.3573836
59861,B,0.27667463
47536,B,0.3342237
24029,B,0.19852902
72289,B,0.39642993
42424,B,0.040973436
14644,B,0.16713892
54351,B,0.117662996
26585,B,0.14396921
85846,B,0.33074585
75832,B,0.27486846
90446,B,0.3575163
19509,B,0.41763508
36663,B,0.3800381
65640,B,0.68119836
33800,B,0.16757469
82292,B,0.34283444
63919,B,0.17441452
78108,B,0.24042629
23218,B,0.15713677
46507,B,0.17120054
12881,B,0.23850548
6561,B,0.21122235
92812,B,0.36207756
90133,B,0.13496931
33315,B,0.33342057
51492,B,0.23184788
59516,B,0.1492621
98682,B,0.126283
42547,B,0.26201358
63690,B,0.49841845
4525,B,0.28992033
63244,B,0.20921674
81839,B,0.16976777
49052,B,0.18608017
21753,B,0.5391363
44180,B,0.17474
30571,B,0.09059824
88166,B,0.2716049
2655,B,0.26628226
15861,B,0.17017318
80736,B,0.24739604
39751,B,0.52049375
58976,B,0.08107058
80715,B,0.32513353
40036,B,0.35299987
44413,B,0.34598982
51607,B,0.21507642
76740,B,0.15517344
35703,B,0.26749322
58957,B,0.1410353
65131,B,0.36546627
17145,B,0.19360656
78307,B,0.553155
70568,B,0.5701004
95071,B,0.2772019
26730,B,0.26148027
63116,B,0.22697356
26574,B,0.2120882
26902,B,0.53901696
45531,B,0.1974889
97446,B,0.37365353
88853,B,0.10804605
75231,B,0.22587429
74483,B,0.31903687
47532,B,0.1940246
20768,B,0.5373688
11136,B,0.19717482
48147,B,0.29517093
95701,B,0.22215657
59049,B,0.20779134
55032,B,0.46676338
82180,B,0.28791112
13354,B,0.21317498
98827,B,0.26053217
78865,B,0.24178196
40806,B,0.32167193
43771,B,0.1552372
71024,B,0.21110141
80469,B,0.30011392
67256,B,0.098484136
96808,B,0.28328198
85553,B,0.12407364
82047,B,0.43874928
31570,B,0.2078944
68809,B,0.21490355
74267,B,0.26965892
7631,B,0.089028254
75717,B,0.57622755
56647,B,0.18484706
59988,B,0.20846358
76348,B,0.28623497
53732,B,0.17097428
89258,B,0.15085185
9157,B,0.2022835
51900,B,0.30183744
22388,B,0.35133892
37602,B,0.12955593
60793,B,0.19257934
16471,B,0.22394277
86052,B,0.10342397
49860,B,0.22234504
56050,B,0.27550673
1066,B,0.15635322
23535,B,0.24167654
42035,B,0.35219544
91940,B,0.056301534
63799,B,0.1374021
59640,B,0.10366924
4661,B,0.66691494
83318,B,0.1424596
61649,B,0.12072221
79379,B,0.22827365
48595,B,0.422498
75900,B,0.4080103
51697,B,0.07548841
13199,B,0.2620574
25090,B,0.19738789
47572,B,0.18207262
37138,B,0.20374207
91440,B,0.11187622
3485,B,0.06603493
79982,B,0.090859175
36702,B,0.41265786
64581,B,0.11984945
87498,B,0.16939917
89020,B,0.21257673
61192,B,0.15151146
65712,B,0.20025553
83514,B,0.1167672
7523,B,0.20543267
31365,B,0.22482072
38918,B,0.323592
77069,B,0.37860042
35129,B,0.49721596
83429,B,0.28708798
82947,B,0.10847125
16246,B,0.085802145
60321,B,0.30888048
21083,B,0.31763303
55794,B,0.33610225
9658,B,0.46931455
30964,B,0.2218538
75937,B,0.522094
28980,B,0.2946326
6322,B,0.4342834
88287,B,0.17543694
66667,B,0.12010753
55501,B,0.14338753
53837,B,0.2825514
81174,B,0.1576488
53756,B,0.2620716
71240,B,0.38102686
56417,B,0.26159254
19601,B,0.23082894
86377,B,0.44405288
74990,B,0.16355935
68883,B,0.64985985
20459,B,0.11733515
88083,B,0.13547617
87642,B,0.20947148
66631,B,0.3967252
89126,B,0.3264634
30318,B,0.21965595
3600,B,0.10282228
50242,B,0.16341193
80986,B,0.3077065
73091,B,0.31793696
10990,B,0.4442553
16783,B,0.1638711
46318,B,0.26048094
50548,B,0.27362677
14726,B,0.56128305
4292,B,0.12648353
53321,B,0.22751087
27169,B,0.11109616
32575,B,0.20333622
84443,B,0.28305173
86942,B,0.44585863
73706,B,0.08559234
97123,B,0.12719683
17171,B,0.15009329
5399,B,0.29183128
97084,B,0.122246765
45143,B,0.10951649
23211,B,0.393178
54508,B,0.09489008
17742,B,0.2376345
86750,B,0.12742278
31950,B,0.418682
17724,B,0.26469916
23387,B,0.29786602
91414,B,0.1549054
64280,B,0.42618543
18039,B,0.18639317
40749,B,0.24784182
36442,B,0.21214093
93920,B,0.7046458
80481,B,0.255575
14778,B,0.36864305
33043,B,0.40028647
82190,B,0.23915592
44028,B,0.14626332
8627,B,0.19004169
58135,B,0.06590397
61436,B,0.4918248
4570,B,0.08144242
26823,B,0.23451261
19187,B,0.24210323
6344,B,0.14430481
6791,B,0.12192764
57093,B,0.48767596
43846,B,0.18525168
54397,B,0.11797354
86358,B,0.4183447
17990,B,0.21261321
42964,B,0.21288134
24809,B,0.26258433
54232,B,0.16690686
30777,B,0.1959704
4467,B,0.2460965
7909,B,0.31205356
34185,B,0.08857967
61249,B,0.05703873
47382,B,0.29624948
55510,B,0.25920442
40463,B,0.14835158
14983,B,0.36817712
27092,B,0.2521914
25539,B,0.19336519
75747,B,0.24546221
86111,B,0.21532091
34192,B,0.35477927
65285,B,0.20506735
76935,B,0.13598801
67572,B,0.32308954
73194,B,0.34159595
60005,B,0.1798537
6668,B,0.199315
89237,B,0.20440085
91091,B,0.47753528
34243,B,0.060767252
39819,B,0.11286953
13759,B,0.2740377
92320,B,0.40970173
72399,B,0.15179642
1514,B,0.07468096
75567,B,0.3803073
95710,B,0.055280738
93632,B,0.2515017
57909,B,0.19679368
30465,B,0.26435104
14098,B,0.22366029
63680,B,0.42823815
22559,B,0.3960944
34193,B,0.16611218
58737,B,0.23454335
82195,B,0.08459373
73307,B,0.14620614
18866,B,0.1471629
62410,B,0.08683185
19731,B,0.06400475
7153,B,0.3780716
6762,B,0.26620156
